,Facility Name,Fuel,Fuel Cost ($/MMBtu),Gas price,Gas_Hubs,Heat rate (MMBtu/MWh),Marginal Cost ($/MWh),ORIS,Plant nameplate capacity (MW),State,Unit Group,VOM ($/MWh),Running Capacity (MW)
173,Greenville Electric Gen Station,GAS,2.6923,2.6923,Lebanon,11.016949152542374,36.660932203389834,55228,236,OH,Combustion turbine,7.0,171019.80000000002
174,"Rocky Road Power, LLC",GAS,2.64,2.64,Chicago City Gate,11.273164861612514,36.76115523465704,55109,415.5,IL,Combustion turbine,7.0,171435.30000000002
175,Richland Peaking Station,GAS,2.6923,2.6923,Lebanon,11.1,36.88453,2880,450,OH,Combustion turbine,7.0,171885.30000000002
176,Willow Island Power Station,COAL,2.2243108108108114,2.59,Columbia Gas,14.357410881801126,36.93534423964303,3946,213.2,WV,,5.0,172098.50000000003
177,"Pleasants Energy, LLC",GAS,2.59,2.59,Columbia Gas,11.563953488372093,36.95063953488372,55349,344,WV,Combustion turbine,7.0,172442.50000000003
178,Mecklenburg Power Station,COAL,2.2243108108108114,1.1,Transco Zone 6 Non NY,14.506437768240342,37.26682635425125,52007,139.8,VA,Coal boiler,5.0,172582.30000000002
179,Lincoln Generating Facility,GAS,2.64,2.64,Chicago City Gate,11.572254335260116,37.5507514450867,55222,692,IL,Combustion turbine,7.0,173274.30000000002
180,Rolling Hills Generating LLC,GAS,2.6923,2.6923,Lebanon,11.508951406649617,37.98554987212276,55401,977.5,OH,Combustion turbine,7.0,174251.80000000002
181,"Lee County Generating Station, LLC",GAS,2.64,2.64,Chicago City Gate,11.787819253438114,38.11984282907662,55236,814.4,IL,Combustion turbine,7.0,175066.2
182,"Troy Energy, LLC",GAS,2.6923,2.6923,Lebanon,11.563953488372093,38.133631976744184,55348,688,OH,Combustion turbine,7.0,175754.2
183,Darby Electric Generating Station,GAS,2.6923,2.6923,Lebanon,11.861702127659575,38.935260638297876,55247,564,OH,Combustion turbine,7.0,176318.2
184,Crete Energy Park,GAS,2.64,2.64,Chicago City Gate,12.359550561797754,39.629213483146074,55253,356,IL,Combustion turbine,7.0,176674.2
185,Tait Electric Generating Station,GAS,2.6923,2.6923,Lebanon,12.340425531914894,40.22412765957447,55248,376,OH,Combustion turbine,7.0,177050.2
186,Ceredo Generating Station,GAS,2.59,2.59,Columbia Gas,12.878612716763005,40.35560693641618,55276,519,WV,Combustion turbine,7.0,177569.2
187,Ebensburg Power Company,COAL,2.2243108108108114,0.2,Dominion South Point,16.145833333333332,40.913351632882886,10603,57.6,PA,Coal boiler,5.0,177626.80000000002
188,Wheelabrator - Frackville,COAL,2.2243108108108114,0.2,Dominion South Point,16.166666666666668,40.95969144144145,50879,48,PA,Coal boiler,5.0,177674.80000000002
189,Scrubgrass Generating Plant,COAL,2.2243108108108114,0.2,Dominion South Point,16.631467793030623,41.99355361168984,50974,94.7,PA,Coal boiler,5.0,177769.50000000003
190,Anderson,GAS,2.6923,2.6923,Lebanon,13.181979845880262,42.48984433906343,7336,168.7,IN,Combustion turbine,7.0,177938.20000000004
191,Omega JV2 Hamilton,GAS,2.6923,2.6923,Lebanon,13.21875,42.588840624999996,7782,32,OH,Combustion turbine,7.0,177970.20000000004
192,Omega JV2 Bowling Green,GAS,2.6923,2.6923,Lebanon,13.21875,42.588840624999996,7783,32,OH,Combustion turbine,7.0,178002.20000000004
193,"WPS Westwood Generation, LLC",COAL,2.2243108108108114,0.2,Dominion South Point,17.083333333333332,42.99864301801802,50611,36,PA,Coal boiler,5.0,178038.20000000004
194,"Calumet Energy Team, LLC",GAS,2.64,2.64,Chicago City Gate,13.746803069053708,43.291560102301794,55296,312.8,IL,Combustion turbine,7.0,178351.00000000003
195,Madison Generating Station,GAS,2.6923,2.6923,Lebanon,13.514450867052023,43.38495606936416,55110,692,OH,Combustion turbine,7.0,179043.00000000003
196,Richmond (IN),GAS,2.6923,2.6923,Lebanon,13.526570048309178,43.4175845410628,7335,82.8,IN,Combustion turbine,7.0,179125.80000000002
197,Frank M Tait Station,GAS,2.6923,2.6923,Lebanon,14.773473407747865,46.77462245567958,2847,304.6,OH,Combustion turbine,7.0,179430.40000000002
198,Rivesville Power Station,COAL,2.2243108108108114,2.59,Columbia Gas,19.5077484047402,48.39129567124099,3945,109.7,WV,,5.0,179540.10000000003
199,Woodsdale,GAS,2.6923,2.6923,Lebanon,17.0863938440014,53.001698146204966,7158,571.8,OH,Combustion turbine,7.0,180111.90000000002
200,Albright Power Station,COAL,2.2243108108108114,2.59,Columbia Gas,21.765636232925953,53.4135399770727,3942,278.2,WV,,5.0,180390.10000000003
201,"Edgecombe Genco, LLC",COAL,2.2243108108108114,1.8908,Transco Zone 5,26.13240418118467,63.12658913268671,10384,114.8,NC,Coal boiler,5.0,180504.90000000002
202,Eddystone Generating Station,OIL,10.0,0.2,Dominion South Point,7.1445690973992875,71.44569097399287,3161,1568.8,PA,Coal boiler,0.0,182073.7
203,Commonwealth Chesapeake,OIL,10.0,1.1,Transco Zone 6 Non NY,7.895652173913043,85.95652173913044,55381,402.5,VA,Combustion turbine,7.0,182476.2
204,"Martins Creek, LLC",OIL,10.0,0.2,Dominion South Point,8.905123339658443,89.05123339658444,3148,2108,PA,Coal boiler,0.0,184584.2
205,West Lorain,OIL,10.0,2.6923,Lebanon,9.809215262778977,105.09215262778977,2869,555.6,OH,Combustion turbine,7.0,185139.80000000002
206,Edge Moor,OIL,10.0,0.32,Transco Zone 6 NY,10.810924961283964,108.10924961283965,593,710.3,DE,Coal boiler,0.0,185850.1
207,Sherman Avenue,OIL,10.0,1.1,Transco Zone 6 Non NY,10.72695035460993,114.26950354609929,7288,112.8,NJ,Combustion turbine,7.0,185962.9
208,Van Sant,OIL,10.0,0.32,Transco Zone 6 NY,12.121951219512196,128.21951219512198,7318,45.1,DE,Combustion turbine,7.0,186008.0
209,Vienna,OIL,10.0,1.1,Transco Zone 6 Non NY,13.289036544850498,132.89036544850498,1564,180.6,MD,Coal boiler,0.0,186188.6
210,Delaware City Refinery,OTHF,,0.32,Transco Zone 6 NY,,,52193,325.2,DE,Coal boiler,0.0,186513.80000000002
